Filename,Material,Predicted_CT,Predicted_Energy,
1061-Mg2CdB2Pt5.poscar,Mg2CdB2Pt5,2.8178897,0.030870818,
1062-Mg2CdB2Cu5.poscar,Mg2CdB2Cu5,6.819658,0.074458229,
1063-Mg2CdB2Ag5.poscar,Mg2CdB2Ag5,2.4231315,0.088717324,
1064-Mg2CdB2Au5.poscar,Mg2CdB2Au5,5.4527545,0.085105461,
1065-Mg2CdB2Zn5.poscar,Mg2CdB2Zn5,4.9895954,0.135143117,
1066-Mg2CdB2Cd5.poscar,Mg2CdB2Cd5,3.3941855,0.148236019,
1067-Mg2CdB2Hg5.poscar,Mg2CdB2Hg5,7.7446337,0.177303539,
1068-Mg2CdB2Al5.poscar,Mg2CdB2Al5,4.717292,0.199136691,
1069-Mg2CdB2Ga5.poscar,Mg2CdB2Ga5,5.6775975,0.188640157,
1070-Mg2CdB2In5.poscar,Mg2CdB2In5,13.749964,0.196603202,
1071-Mg2CdB2Tl5.poscar,Mg2CdB2Tl5,8.777397,0.212972498,
1072-Mg2CdB2Ge5.poscar,Mg2CdB2Ge5,5.1528673,0.218701527,
1078-Mg2CdB2Se5.poscar,Mg2CdB2Se5,65.801186,0.331362279,
1079-Mg2CdB2Te5.poscar,Mg2CdB2Te5,15.593111,0.281795307,
1080-Mg2HgB2Cu5.poscar,Mg2HgB2Cu5,9.912666,0.083737299,
1081-Mg2HgB2Y5.poscar,Mg2HgB2Y5,2.7162843,0.07554076,
1082-Mg2HgB2Ti5.poscar,Mg2HgB2Ti5,17.610653,0.085645066,
1083-Mg2HgB2Zr5.poscar,Mg2HgB2Zr5,2.828681,0.086845678,
1085-Mg2HgB2V5.poscar,Mg2HgB2V5,2.17194,0.079167566,
1086-Mg2HgB2Nb5.poscar,Mg2HgB2Nb5,2.2101846,0.084623755,
1087-Mg2HgB2Ta5.poscar,Mg2HgB2Ta5,8.88192,0.211628386,
1088-Mg2HgB2Mo5.poscar,Mg2HgB2Mo5,8.636121,0.103790683,
1089-Mg2HgB2W5.poscar,Mg2HgB2W5,4.1865554,0.553883964,
1090-Mg2HgB2Mn5.poscar,Mg2HgB2Mn5,2.5450053,0.070623398,
1091-Mg2HgB2Tc5.poscar,Mg2HgB2Tc5,2.2830462,0.073918597,
1092-Mg2HgB2Re5.poscar,Mg2HgB2Re5,2.8668664,0.353289902,
1093-Mg2HgB2Fe5.poscar,Mg2HgB2Fe5,3.4523761,0.066395704,
1094-Mg2HgB2Ru5.poscar,Mg2HgB2Ru5,9.440946,0.046881009,
1095-Mg2HgB2Os5.poscar,Mg2HgB2Os5,2.4391963,0.214581644,
1096-Mg2HgB2Co5.poscar,Mg2HgB2Co5,3.3989081,0.050963931,
1097-Mg2HgB2Rh5.poscar,Mg2HgB2Rh5,7.2604666,0.024111625,
1098-Mg2HgB2Ir5.poscar,Mg2HgB2Ir5,1.9700751,0.043930134,
1099-Mg2HgB2Ni5.poscar,Mg2HgB2Ni5,1.9508356,0.038454093,
1101-Mg2HgB2Pt5.poscar,Mg2HgB2Pt5,9.250829,0.047973932,
1102-Mg2HgB2Cu5.poscar,Mg2HgB2Cu5,9.912666,0.083737299,
1103-Mg2HgB2Ag5.poscar,Mg2HgB2Ag5,2.8189025,0.088802715,
1104-Mg2HgB2Au5.poscar,Mg2HgB2Au5,4.4446893,0.095540557,
1105-Mg2HgB2Zn5.poscar,Mg2HgB2Zn5,4.8189516,0.140869513,
1106-Mg2HgB2Cd5.poscar,Mg2HgB2Cd5,5.9282007,0.148909926,
1107-Mg2HgB2Hg5.poscar,Mg2HgB2Hg5,5.6788816,0.179065198,
1108-Mg2HgB2Al5.poscar,Mg2HgB2Al5,4.606281,0.188869776,
1109-Mg2HgB2Ga5.poscar,Mg2HgB2Ga5,5.711744,0.185911238,
1110-Mg2HgB2In5.poscar,Mg2HgB2In5,8.777795,0.199860543,
1111-Mg2HgB2Tl5.poscar,Mg2HgB2Tl5,9.315442,0.214241218,
1112-Mg2HgB2Ge5.poscar,Mg2HgB2Ge5,2.9839153,0.224928351,
1118-Mg2HgB2Se5.poscar,Mg2HgB2Se5,50.015175,0.329126809,
1119-Mg2HgB2Te5.poscar,Mg2HgB2Te5,3.3866465,0.288151685,
1120-Mg2AlB2Cu5.poscar,Mg2AlB2Cu5,7.503895,0.080867482,
1121-Mg2AlB2Y5.poscar,Mg2AlB2Y5,8.102665,0.101978801,
1122-Mg2AlB2Ti5.poscar,Mg2AlB2Ti5,3.5338469,0.095703491,
1123-Mg2AlB2Zr5.poscar,Mg2AlB2Zr5,5.859368,0.087640051,
1125-Mg2AlB2V5.poscar,Mg2AlB2V5,4.494255,0.076859248,
1126-Mg2AlB2Nb5.poscar,Mg2AlB2Nb5,2.950255,0.089402537,
1127-Mg2AlB2Ta5.poscar,Mg2AlB2Ta5,3.0561237,0.106105615,
1128-Mg2AlB2Mo5.poscar,Mg2AlB2Mo5,6.6595187,0.076477688,
1129-Mg2AlB2W5.poscar,Mg2AlB2W5,2.4109793,0.391136669,
1130-Mg2AlB2Mn5.poscar,Mg2AlB2Mn5,3.5925064,0.052663707,
1131-Mg2AlB2Tc5.poscar,Mg2AlB2Tc5,4.070082,0.05702187,
1132-Mg2AlB2Re5.poscar,Mg2AlB2Re5,4.1715384,0.20118679,
1133-Mg2AlB2Fe5.poscar,Mg2AlB2Fe5,3.4859984,0.046202368,
1134-Mg2AlB2Ru5.poscar,Mg2AlB2Ru5,5.0101795,0.017283665,
1135-Mg2AlB2Os5.poscar,Mg2AlB2Os5,2.5949597,0.089802241,
1136-Mg2AlB2Co5.poscar,Mg2AlB2Co5,2.9533663,0.026909902,
1137-Mg2AlB2Rh5.poscar,Mg2AlB2Rh5,2.2155585,0.012177148,
1138-Mg2AlB2Ir5.poscar,Mg2AlB2Ir5,2.3674476,0.004583722,
1139-Mg2AlB2Ni5.poscar,Mg2AlB2Ni5,2.2498362,0.020977938,
1142-Mg2AlB2Cu5.poscar,Mg2AlB2Cu5,7.503895,0.080867482,
1143-Mg2AlB2Ag5.poscar,Mg2AlB2Ag5,3.4106078,0.082550922,
1144-Mg2AlB2Au5.poscar,Mg2AlB2Au5,7.833092,0.095187623,
1145-Mg2AlB2Zn5.poscar,Mg2AlB2Zn5,1.6579726,0.13865019,
1146-Mg2AlB2Cd5.poscar,Mg2AlB2Cd5,8.367777,0.152113372,
1147-Mg2AlB2Hg5.poscar,Mg2AlB2Hg5,6.13816,0.19443085,
1148-Mg2AlB2Al5.poscar,Mg2AlB2Al5,3.8010254,0.204817122,
1149-Mg2AlB2Ga5.poscar,Mg2AlB2Ga5,6.9590697,0.209032214,
1150-Mg2AlB2In5.poscar,Mg2AlB2In5,6.830563,0.209167296,
1151-Mg2AlB2Tl5.poscar,Mg2AlB2Tl5,2.7004757,0.222970411,
1152-Mg2AlB2Ge5.poscar,Mg2AlB2Ge5,12.53106,0.226878163,
1160-Mg2GaB2Cu5.poscar,Mg2GaB2Cu5,6.9232583,0.092893228,
1161-Mg2GaB2Y5.poscar,Mg2GaB2Y5,2.2826457,0.077382397,
1162-Mg2GaB2Ti5.poscar,Mg2GaB2Ti5,4.035059,0.082372476,
1163-Mg2GaB2Zr5.poscar,Mg2GaB2Zr5,3.276692,0.080437412,
1165-Mg2GaB2V5.poscar,Mg2GaB2V5,2.8741388,0.071160736,
1166-Mg2GaB2Nb5.poscar,Mg2GaB2Nb5,3.928442,0.07630574,
1167-Mg2GaB2Ta5.poscar,Mg2GaB2Ta5,9.4612875,0.150431518,
1168-Mg2GaB2Mo5.poscar,Mg2GaB2Mo5,13.045706,0.075889135,
1169-Mg2GaB2W5.poscar,Mg2GaB2W5,8.718179,0.444720552,
1170-Mg2GaB2Mn5.poscar,Mg2GaB2Mn5,3.0351772,0.05917035,
1171-Mg2GaB2Tc5.poscar,Mg2GaB2Tc5,2.7202592,0.057214422,
1172-Mg2GaB2Re5.poscar,Mg2GaB2Re5,2.035357,0.254579016,
1173-Mg2GaB2Fe5.poscar,Mg2GaB2Fe5,4.7772226,0.04569302,
1174-Mg2GaB2Ru5.poscar,Mg2GaB2Ru5,5.5886874,0.032386426,
1175-Mg2GaB2Os5.poscar,Mg2GaB2Os5,6.9294934,0.138175118,
1176-Mg2GaB2Co5.poscar,Mg2GaB2Co5,4.439333,0.035290656,
1177-Mg2GaB2Rh5.poscar,Mg2GaB2Rh5,9.112812,0.011831544,
1178-Mg2GaB2Ir5.poscar,Mg2GaB2Ir5,8.382996,0.011311112,
1179-Mg2GaB2Ni5.poscar,Mg2GaB2Ni5,2.703433,0.025288409,
1181-Mg2GaB2Pt5.poscar,Mg2GaB2Pt5,9.657586,0.034049247,
1182-Mg2GaB2Cu5.poscar,Mg2GaB2Cu5,6.9232583,0.092893228,
1183-Mg2GaB2Ag5.poscar,Mg2GaB2Ag5,5.4022994,0.082465316,
1184-Mg2GaB2Au5.poscar,Mg2GaB2Au5,5.7180223,0.096543066,
1185-Mg2GaB2Zn5.poscar,Mg2GaB2Zn5,5.098029,0.148131348,
1186-Mg2GaB2Cd5.poscar,Mg2GaB2Cd5,3.7078862,0.15552759,
1187-Mg2GaB2Hg5.poscar,Mg2GaB2Hg5,2.9376895,0.18238948,
1188-Mg2GaB2Al5.poscar,Mg2GaB2Al5,25.430504,0.227764234,
1189-Mg2GaB2Ga5.poscar,Mg2GaB2Ga5,3.1211615,0.192440859,
1190-Mg2GaB2In5.poscar,Mg2GaB2In5,2.4885113,0.201200392,
1191-Mg2GaB2Tl5.poscar,Mg2GaB2Tl5,5.6048126,0.218387441,
1192-Mg2GaB2Ge5.poscar,Mg2GaB2Ge5,13.847711,0.234112009,
1198-Mg2GaB2Se5.poscar,Mg2GaB2Se5,83.68518,0.347562439,
1199-Mg2GaB2Te5.poscar,Mg2GaB2Te5,13.629413,0.294380564,
1200-Mg2InB2Cu5.poscar,Mg2InB2Cu5,11.763749,0.080836442,
1201-Mg2InB2Y5.poscar,Mg2InB2Y5,3.8704758,0.076997837,
1202-Mg2InB2Ti5.poscar,Mg2InB2Ti5,3.9693346,0.076599044,
1203-Mg2InB2Zr5.poscar,Mg2InB2Zr5,4.027452,0.078478578,
1205-Mg2InB2V5.poscar,Mg2InB2V5,2.578236,0.068445407,
1206-Mg2InB2Nb5.poscar,Mg2InB2Nb5,8.823446,0.071657128,
1207-Mg2InB2Ta5.poscar,Mg2InB2Ta5,3.1710348,0.138786031,
1208-Mg2InB2Mo5.poscar,Mg2InB2Mo5,4.878682,0.081207493,
1209-Mg2InB2W5.poscar,Mg2InB2W5,4.959347,0.452914221,
1210-Mg2InB2Mn5.poscar,Mg2InB2Mn5,2.883294,0.058054454,
1211-Mg2InB2Tc5.poscar,Mg2InB2Tc5,2.5101976,0.065124235,
1212-Mg2InB2Re5.poscar,Mg2InB2Re5,3.782053,0.257422633,
1213-Mg2InB2Fe5.poscar,Mg2InB2Fe5,3.8841639,0.043978618,
1214-Mg2InB2Ru5.poscar,Mg2InB2Ru5,4.826372,0.035538228,
1215-Mg2InB2Os5.poscar,Mg2InB2Os5,9.833779,0.141351533,
1216-Mg2InB2Co5.poscar,Mg2InB2Co5,4.054255,0.031268526,
1217-Mg2InB2Rh5.poscar,Mg2InB2Rh5,7.0049086,0.017337614,
1218-Mg2InB2Ir5.poscar,Mg2InB2Ir5,2.1383085,0.014371822,
1219-Mg2InB2Ni5.poscar,Mg2InB2Ni5,2.6498127,0.021011637,
1221-Mg2InB2Pt5.poscar,Mg2InB2Pt5,8.263171,0.033827315,
1222-Mg2InB2Cu5.poscar,Mg2InB2Cu5,11.763749,0.080836442,
1223-Mg2InB2Ag5.poscar,Mg2InB2Ag5,2.0956247,0.086557444,
1224-Mg2InB2Au5.poscar,Mg2InB2Au5,10.1518,0.091967908,
1225-Mg2InB2Zn5.poscar,Mg2InB2Zn5,4.5252824,0.137284994,
1226-Mg2InB2Cd5.poscar,Mg2InB2Cd5,3.1228266,0.152000712,
1227-Mg2InB2Hg5.poscar,Mg2InB2Hg5,2.2360585,0.179055966,
1228-Mg2InB2Al5.poscar,Mg2InB2Al5,4.545194,0.22437257,
1229-Mg2InB2Ga5.poscar,Mg2InB2Ga5,11.745145,0.193490101,
1230-Mg2InB2In5.poscar,Mg2InB2In5,4.57791,0.193855818,
1231-Mg2InB2Tl5.poscar,Mg2InB2Tl5,2.441544,0.214167898,
1232-Mg2InB2Ge5.poscar,Mg2InB2Ge5,5.006411,0.227874974,
1238-Mg2InB2Se5.poscar,Mg2InB2Se5,68.24257,0.339260069,
1239-Mg2InB2Te5.poscar,Mg2InB2Te5,12.674357,0.283266019,
1240-Mg2TlB2Cu5.poscar,Mg2TlB2Cu5,2.497646,0.088361776,
1241-Mg2TlB2Y5.poscar,Mg2TlB2Y5,4.6813684,0.071892852,
1242-Mg2TlB2Ti5.poscar,Mg2TlB2Ti5,3.5963922,0.079305059,
1243-Mg2TlB2Zr5.poscar,Mg2TlB2Zr5,3.1531758,0.077247943,
1245-Mg2TlB2V5.poscar,Mg2TlB2V5,2.8414543,0.073705746,
1246-Mg2TlB2Nb5.poscar,Mg2TlB2Nb5,7.602666,0.075539009,
1247-Mg2TlB2Ta5.poscar,Mg2TlB2Ta5,10.564723,0.156900393,
1248-Mg2TlB2Mo5.poscar,Mg2TlB2Mo5,4.9731245,0.087555129,
1249-Mg2TlB2W5.poscar,Mg2TlB2W5,5.17498,0.502826734,
1250-Mg2TlB2Mn5.poscar,Mg2TlB2Mn5,4.436224,0.079349554,
1251-Mg2TlB2Tc5.poscar,Mg2TlB2Tc5,2.5652006,0.078374771,
1252-Mg2TlB2Re5.poscar,Mg2TlB2Re5,2.6971054,0.295978528,
1253-Mg2TlB2Fe5.poscar,Mg2TlB2Fe5,3.7917423,0.071490083,
1254-Mg2TlB2Ru5.poscar,Mg2TlB2Ru5,4.6939397,0.047220345,
1255-Mg2TlB2Os5.poscar,Mg2TlB2Os5,6.3927894,0.180566157,
1256-Mg2TlB2Co5.poscar,Mg2TlB2Co5,4.171901,0.053502354,
1257-Mg2TlB2Rh5.poscar,Mg2TlB2Rh5,6.322382,0.024382257,
1258-Mg2TlB2Ir5.poscar,Mg2TlB2Ir5,2.2447107,0.045597948,
1259-Mg2TlB2Ni5.poscar,Mg2TlB2Ni5,3.5228643,0.040604212,
1262-Mg2TlB2Cu5.poscar,Mg2TlB2Cu5,2.497646,0.088361776,
1263-Mg2TlB2Ag5.poscar,Mg2TlB2Ag5,6.7038536,0.08864151,
1264-Mg2TlB2Au5.poscar,Mg2TlB2Au5,7.9434533,0.104285061,
1265-Mg2TlB2Zn5.poscar,Mg2TlB2Zn5,7.9213276,0.145679174,
1266-Mg2TlB2Cd5.poscar,Mg2TlB2Cd5,2.3357549,0.153987729,
1267-Mg2TlB2Hg5.poscar,Mg2TlB2Hg5,2.692658,0.18576976,
1268-Mg2TlB2Al5.poscar,Mg2TlB2Al5,4.8975644,0.217133655,
1269-Mg2TlB2Ga5.poscar,Mg2TlB2Ga5,5.433069,0.200331928,
1270-Mg2TlB2In5.poscar,Mg2TlB2In5,10.007877,0.207079899,
1271-Mg2TlB2Tl5.poscar,Mg2TlB2Tl5,4.7791905,0.205722389,
1272-Mg2TlB2Ge5.poscar,Mg2TlB2Ge5,6.3142276,0.226846552,
1280-Mg2GeB2Cu5.poscar,Mg2GeB2Cu5,2.602879,0.094029808,
1281-Mg2GeB2Y5.poscar,Mg2GeB2Y5,6.0854335,0.069907277,
1282-Mg2GeB2Ti5.poscar,Mg2GeB2Ti5,5.13667,0.072693804,
1283-Mg2GeB2Zr5.poscar,Mg2GeB2Zr5,3.7735424,0.065281966,
1284-Mg2GeB2Hf5.poscar,Mg2GeB2Hf5,3.7118664,0.065150709,
1285-Mg2GeB2V5.poscar,Mg2GeB2V5,4.216132,0.059973133,
1286-Mg2GeB2Nb5.poscar,Mg2GeB2Nb5,2.4814906,0.059855878,
1287-Mg2GeB2Ta5.poscar,Mg2GeB2Ta5,3.348589,0.078769852,
1288-Mg2GeB2Mo5.poscar,Mg2GeB2Mo5,5.729268,0.058652247,
1289-Mg2GeB2W5.poscar,Mg2GeB2W5,3.8743277,0.349936915,
1290-Mg2GeB2Mn5.poscar,Mg2GeB2Mn5,3.986515,0.051748946,
1291-Mg2GeB2Tc5.poscar,Mg2GeB2Tc5,3.300509,0.045448338,
1292-Mg2GeB2Re5.poscar,Mg2GeB2Re5,4.253301,0.152591922,
1293-Mg2GeB2Fe5.poscar,Mg2GeB2Fe5,3.1840274,0.042820124,
1294-Mg2GeB2Ru5.poscar,Mg2GeB2Ru5,4.9996815,0.016439971,
1295-Mg2GeB2Os5.poscar,Mg2GeB2Os5,3.092595,0.070985968,
1296-Mg2GeB2Co5.poscar,Mg2GeB2Co5,3.490765,0.026486518,
1297-Mg2GeB2Rh5.poscar,Mg2GeB2Rh5,12.448829,0.007848018,
1298-Mg2GeB2Ir5.poscar,Mg2GeB2Ir5,2.2729313,0.00638914,
1299-Mg2GeB2Ni5.poscar,Mg2GeB2Ni5,2.607416,0.025303193,
1300-Mg2GeB2Pd5.poscar,Mg2GeB2Pd5,3.8127375,0.049954231,
1301-Mg2GeB2Pt5.poscar,Mg2GeB2Pt5,6.301168,0.036541262,
1302-Mg2GeB2Cu5.poscar,Mg2GeB2Cu5,2.602879,0.094029808,
1303-Mg2GeB2Ag5.poscar,Mg2GeB2Ag5,1.9983078,0.08696243,
1304-Mg2GeB2Au5.poscar,Mg2GeB2Au5,8.216907,0.092915796,
1305-Mg2GeB2Zn5.poscar,Mg2GeB2Zn5,4.673329,0.152310308,
1306-Mg2GeB2Cd5.poscar,Mg2GeB2Cd5,2.09346,0.153217961,
1307-Mg2GeB2Hg5.poscar,Mg2GeB2Hg5,2.4617174,0.201395789,
1308-Mg2GeB2Al5.poscar,Mg2GeB2Al5,4.7692113,0.21909162,
1309-Mg2GeB2Ga5.poscar,Mg2GeB2Ga5,6.2620244,0.225008179,
1310-Mg2GeB2In5.poscar,Mg2GeB2In5,6.735821,0.211808279,
1311-Mg2GeB2Tl5.poscar,Mg2GeB2Tl5,7.0309973,0.220509204,
1312-Mg2GeB2Ge5.poscar,Mg2GeB2Ge5,13.934264,0.216318958,
1313-Mg2GeB2Sn5.poscar,Mg2GeB2Sn5,2.2660275,0.240878451,
1314-Mg2GeB2Pb5.poscar,Mg2GeB2Pb5,16.615454,0.247329582,
1315-Mg2GeB2As5.poscar,Mg2GeB2As5,34.693256,0.262932996,
1318-Mg2GeB2Se5.poscar,Mg2GeB2Se5,75.02705,0.341533621,
1319-Mg2GeB2Te5.poscar,Mg2GeB2Te5,22.107887,0.285516447,
1320-Mg2SnB2Cu5.poscar,Mg2SnB2Cu5,14.06778,0.103067993,
1321-Mg2SnB2Y5.poscar,Mg2SnB2Y5,3.0410037,0.076959227,
1322-Mg2SnB2Ti5.poscar,Mg2SnB2Ti5,2.4608572,0.083771347,
1323-Mg2SnB2Zr5.poscar,Mg2SnB2Zr5,3.1125073,0.076682346,
1324-Mg2SnB2Hf5.poscar,Mg2SnB2Hf5,2.0783527,0.076566884,
1325-Mg2SnB2V5.poscar,Mg2SnB2V5,2.8019595,0.079442914,
1326-Mg2SnB2Nb5.poscar,Mg2SnB2Nb5,9.299864,0.078917562,
1327-Mg2SnB2Ta5.poscar,Mg2SnB2Ta5,2.1684978,0.139483854,
1328-Mg2SnB2Mo5.poscar,Mg2SnB2Mo5,6.0333176,0.086096959,
1329-Mg2SnB2W5.poscar,Mg2SnB2W5,5.51954,0.468240685,
1330-Mg2SnB2Mn5.poscar,Mg2SnB2Mn5,2.7107587,0.076358739,
1331-Mg2SnB2Tc5.poscar,Mg2SnB2Tc5,3.1301112,0.074813931,
1332-Mg2SnB2Re5.poscar,Mg2SnB2Re5,2.6070814,0.258672354,
1333-Mg2SnB2Fe5.poscar,Mg2SnB2Fe5,3.3141313,0.064413921,
1334-Mg2SnB2Ru5.poscar,Mg2SnB2Ru5,8.118558,0.045171779,
1335-Mg2SnB2Os5.poscar,Mg2SnB2Os5,8.5972185,0.15365814,
1336-Mg2SnB2Co5.poscar,Mg2SnB2Co5,3.599934,0.047159059,
1337-Mg2SnB2Rh5.poscar,Mg2SnB2Rh5,1.7921603,0.025091501,
1338-Mg2SnB2Ir5.poscar,Mg2SnB2Ir5,6.6320467,0.035693306,
1339-Mg2SnB2Ni5.poscar,Mg2SnB2Ni5,2.7166889,0.039210384,
1340-Mg2SnB2Pd5.poscar,Mg2SnB2Pd5,3.0015202,0.074006589,
1341-Mg2SnB2Pt5.poscar,Mg2SnB2Pt5,2.423803,0.054820433,
1342-Mg2SnB2Cu5.poscar,Mg2SnB2Cu5,14.067782,0.103067993,
1343-Mg2SnB2Ag5.poscar,Mg2SnB2Ag5,3.1105204,0.104206772,
1344-Mg2SnB2Au5.poscar,Mg2SnB2Au5,6.746908,0.111608241,
1345-Mg2SnB2Zn5.poscar,Mg2SnB2Zn5,4.571417,0.15940723,
1346-Mg2SnB2Cd5.poscar,Mg2SnB2Cd5,2.9501371,0.156721992,
1347-Mg2SnB2Hg5.poscar,Mg2SnB2Hg5,2.2382038,0.189365152,
1349-Mg2SnB2Ga5.poscar,Mg2SnB2Ga5,13.026206,0.211561323,
1350-Mg2SnB2In5.poscar,Mg2SnB2In5,12.847014,0.209963477,
1352-Mg2SnB2Ge5.poscar,Mg2SnB2Ge5,7.2192187,0.232237841,
1353-Mg2SnB2Sn5.poscar,Mg2SnB2Sn5,4.496985,0.226554215,
1354-Mg2SnB2Pb5.poscar,Mg2SnB2Pb5,14.945128,0.243503202,
1355-Mg2SnB2As5.poscar,Mg2SnB2As5,41.878494,0.259238156,
1358-Mg2SnB2Se5.poscar,Mg2SnB2Se5,61.791134,0.335657216,
1359-Mg2SnB2Te5.poscar,Mg2SnB2Te5,8.966086,0.279359268,
1360-Mg2PbB2Cu5.poscar,Mg2PbB2Cu5,2.2797418,0.105284561,
1361-Mg2PbB2Y5.poscar,Mg2PbB2Y5,4.9708424,0.075187934,
1362-Mg2PbB2Ti5.poscar,Mg2PbB2Ti5,3.0776525,0.081762804,
1363-Mg2PbB2Zr5.poscar,Mg2PbB2Zr5,3.5345182,0.079194851,
1364-Mg2PbB2Hf5.poscar,Mg2PbB2Hf5,2.6064515,0.090343506,
1365-Mg2PbB2V5.poscar,Mg2PbB2V5,2.8605108,0.082178387,
1366-Mg2PbB2Nb5.poscar,Mg2PbB2Nb5,6.54191,0.081129577,
1367-Mg2PbB2Ta5.poscar,Mg2PbB2Ta5,9.032932,0.163961443,
1368-Mg2PbB2Mo5.poscar,Mg2PbB2Mo5,5.091889,0.102634208,
1369-Mg2PbB2W5.poscar,Mg2PbB2W5,8.095437,0.502407002,
1370-Mg2PbB2Mn5.poscar,Mg2PbB2Mn5,3.9496431,0.08517265,
1371-Mg2PbB2Tc5.poscar,Mg2PbB2Tc5,2.5323143,0.083942521,
1372-Mg2PbB2Re5.poscar,Mg2PbB2Re5,5.4492493,0.3023525,
1373-Mg2PbB2Fe5.poscar,Mg2PbB2Fe5,2.4210973,0.085303738,
1374-Mg2PbB2Ru5.poscar,Mg2PbB2Ru5,4.5122333,0.057289733,
1375-Mg2PbB2Os5.poscar,Mg2PbB2Os5,8.917785,0.189900057,
1376-Mg2PbB2Co5.poscar,Mg2PbB2Co5,2.9220524,0.062783342,
1377-Mg2PbB2Rh5.poscar,Mg2PbB2Rh5,8.284492,0.039299206,
1378-Mg2PbB2Ir5.poscar,Mg2PbB2Ir5,2.4876695,0.063657839,
1379-Mg2PbB2Ni5.poscar,Mg2PbB2Ni5,2.7664993,0.054942408,
1380-Mg2PbB2Pd5.poscar,Mg2PbB2Pd5,4.2835746,0.077195254,
1381-Mg2PbB2Pt5.poscar,Mg2PbB2Pt5,6.725162,0.071646535,
1382-Mg2PbB2Cu5.poscar,Mg2PbB2Cu5,2.2797418,0.105284561,
1383-Mg2PbB2Ag5.poscar,Mg2PbB2Ag5,2.9779668,0.101308653,
1384-Mg2PbB2Au5.poscar,Mg2PbB2Au5,8.999774,0.116366339,
1385-Mg2PbB2Zn5.poscar,Mg2PbB2Zn5,11.904537,0.150704993,
1386-Mg2PbB2Cd5.poscar,Mg2PbB2Cd5,6.746898,0.157194268,
1387-Mg2PbB2Hg5.poscar,Mg2PbB2Hg5,2.1866379,0.197586526,
1389-Mg2PbB2Ga5.poscar,Mg2PbB2Ga5,6.371323,0.21200155,
1390-Mg2PbB2In5.poscar,Mg2PbB2In5,6.445686,0.216281834,
1392-Mg2PbB2Ge5.poscar,Mg2PbB2Ge5,6.8724103,0.232369538,
1393-Mg2PbB2Sn5.poscar,Mg2PbB2Sn5,7.183575,0.240969573,
1394-Mg2PbB2Pb5.poscar,Mg2PbB2Pb5,6.854965,0.23876239,
1395-Mg2PbB2As5.poscar,Mg2PbB2As5,32.80807,0.263706544,
1398-Mg2PbB2Se5.poscar,Mg2PbB2Se5,48.197258,0.31730918,
1399-Mg2PbB2Te5.poscar,Mg2PbB2Te5,1.8936803,0.282255682,
1400-Mg2AsB2Cu5.poscar,Mg2AsB2Cu5,4.7309837,0.111721159,
1401-Mg2AsB2Y5.poscar,Mg2AsB2Y5,5.449121,0.084573903,
1402-Mg2AsB2Ti5.poscar,Mg2AsB2Ti5,2.9112177,0.092684743,
1403-Mg2AsB2Zr5.poscar,Mg2AsB2Zr5,3.6766968,0.083296372,
1405-Mg2AsB2V5.poscar,Mg2AsB2V5,3.75426,0.075631502,
1406-Mg2AsB2Nb5.poscar,Mg2AsB2Nb5,2.1185646,0.074571601,
1407-Mg2AsB2Ta5.poscar,Mg2AsB2Ta5,2.5209928,0.101368723,
1408-Mg2AsB2Mo5.poscar,Mg2AsB2Mo5,8.6057415,0.07808742,
1409-Mg2AsB2W5.poscar,Mg2AsB2W5,3.2950938,0.387700995,
1410-Mg2AsB2Mn5.poscar,Mg2AsB2Mn5,4.202671,0.069545514,
1411-Mg2AsB2Tc5.poscar,Mg2AsB2Tc5,2.7602668,0.072226714,
1412-Mg2AsB2Re5.poscar,Mg2AsB2Re5,3.55862,0.194771058,
1413-Mg2AsB2Fe5.poscar,Mg2AsB2Fe5,2.3344545,0.068252346,
1414-Mg2AsB2Ru5.poscar,Mg2AsB2Ru5,5.1873484,0.048483062,
1415-Mg2AsB2Os5.poscar,Mg2AsB2Os5,2.9155197,0.118792,
1416-Mg2AsB2Co5.poscar,Mg2AsB2Co5,3.353829,0.0564994,
1417-Mg2AsB2Rh5.poscar,Mg2AsB2Rh5,9.5829115,0.032642049,
1418-Mg2AsB2Ir5.poscar,Mg2AsB2Ir5,3.5619674,0.039772387,
1419-Mg2AsB2Ni5.poscar,Mg2AsB2Ni5,1.8546879,0.050587085,
1421-Mg2AsB2Pt5.poscar,Mg2AsB2Pt5,11.663634,0.065619715,
1422-Mg2AsB2Cu5.poscar,Mg2AsB2Cu5,4.7309837,0.111721159,
1423-Mg2AsB2Ag5.poscar,Mg2AsB2Ag5,4.451147,0.105114533,
1424-Mg2AsB2Au5.poscar,Mg2AsB2Au5,4.589722,0.114662025,
1425-Mg2AsB2Zn5.poscar,Mg2AsB2Zn5,22.299986,0.174008326,
1426-Mg2AsB2Cd5.poscar,Mg2AsB2Cd5,4.0111666,0.175644261,
1427-Mg2AsB2Hg5.poscar,Mg2AsB2Hg5,1.6373513,0.222400617,
1428-Mg2AsB2Al5.poscar,Mg2AsB2Al5,20.584759,0.23755718,
1429-Mg2AsB2Ga5.poscar,Mg2AsB2Ga5,5.210646,0.241694721,
1430-Mg2AsB2In5.poscar,Mg2AsB2In5,4.915258,0.227145441,
1431-Mg2AsB2Tl5.poscar,Mg2AsB2Tl5,6.131177,0.239868943,
1432-Mg2AsB2Ge5.poscar,Mg2AsB2Ge5,4.468389,0.242816679,
